time,mouse_movement,mouse_clicks
990,2731.878867,2.375
991,2783.750576,3.125
992,3039.374501,3.4375
993,2800.106361,2.6875
994,2690.361248,4.3125
995,2448.778461,4.125
996,2169.701247,3
997,3083.02075,1.4375
998,4557.33239,1.6875
999,2606.04951,2.75
1000,2018.266739,2.3125
1001,1784.116623,3.125
1002,1707.811929,3.5625
1003,2490.027515,2.75
1004,1889.734266,2.3125
1005,1568.425426,3.125
1006,2447.417265,1.5
1007,2910.775611,3.6875
1008,1603.868394,4.8125
1009,1569.704099,5.375
1010,1141.627477,3.625
1011,1688.208967,2.8125
1012,1651.612314,2.3125
1013,1864.566086,2.0625
1014,1433.280691,2.9375
1015,1309.542148,4.4375
1016,1334.17118,5.1875
1017,1342.421307,5.5625
1018,854.7516186,4.75
1019,1868.011929,4.3125
1020,1958.411113,4.0625
1021,2392.672169,4.9375
1022,2298.047502,5.375
1023,3416.735479,3.625
1024,2247.4957,2.75
1025,1688.996112,2.3125
1026,1491.342066,2.0625
1027,1631.13709,1.9375
1028,1345.464092,4.9375
1029,2372.480468,2.4375
1030,1490.318772,4.1875
1031,1377.119581,5.0625
1032,1097.19633,5.5
1033,554.6461964,4.625
1034,223.6350019,4.3125
1035,291.5272833,3.0625
1036,181.1023635,5.4375
1037,288.644489,4.625
1038,406.7050737,5.25
1039,379.0510217,5.5625
1040,558.463489,4.75
1041,819.17321,3.25
1042,624.4935,4.5625
1043,577.2562517,4.1875
1044,355.0304704,5
1045,1573.881513,3.4375
1046,940.7870707,2.6875
1047,1587.687556,2.25
1048,1324.932175,5.0625
1049,1111.586371,5.4375
1050,1867.328944,3.6875
1051,1843.196519,1.8125
1052,1293.660346,3.875
1053,1078.234996,5.8125
1054,871.508804,5.8125
1055,534.7491695,4.875
1056,530.5539613,5.4375
1057,302.3805997,4.625
1058,145.1819197,6.1875
1059,82.59137065,8
1060,527.7219706,5.9375
1061,585.6605121,5.875
1062,704.1443133,5.875
1063,683.3962658,2.8125
1064,1632.279104,3.25
1065,3232.240258,4.5625
1066,2883.877149,5.1875
1067,2104.217876,4.5
1068,3100.465969,5.25
1069,3192.032701,3.5625
1070,1962.173527,1.6875
1071,1879.550205,0.75
1072,1995.516762,2.3125
1073,2003.238497,3.0625
1074,1198.751562,4.5
1075,2571.467311,3.25
1076,2247.165012,4.625
1077,2750.620248,4.25
1078,1978.506467,4.0625
1079,4254.295062,2.9375
1080,3174.276618,6.4375
1081,4630.440372,6.125
1082,2473.235342,8
1083,2670.048093,4.9375
1084,3706.484207,4.4375
1085,3418.068418,3.0625
1086,4510.732577,2.4375
1087,2729.888821,2.0625
1088,2376.408549,4
1089,1349.514783,5.9375
1090,972.0217984,5.9375
1091,551.0119643,8.9375
1092,286.4721611,8.4375
1093,234.6227771,7.125
1094,231.1352577,5.4375
1095,498.4967896,6.625
1096,781.3768616,3.125
1097,844.9108514,3.4375
1098,515.3959087,4.625
1099,475.0429709,5.25
1100,317.5295479,4.5
1101,264.1259845,5.25
1102,175.5000052,6.5625
1103,221.0378228,6.1875
1104,157.8510822,7
1105,167.1118055,7.4375
1106,1386.427116,3.625
1107,761.8970628,2.6875
1108,1222.958459,2.25
1109,1931.257305,2
1110,1468.202262,0.875
1111,1905.970872,2.4375
1112,1653.98115,2.1875
1113,1323.801306,1.0625
1114,1352.100264,1.5
1115,2116.979015,0.75
1116,1020.592516,0.3125
1117,488.3213085,0.125
1118,679.217056,0.0625
1119,474.6021027,0
1120,444.8670518,0
1121,222.4335259,0
1122,248.8441799,0
1123,392.2596638,1
1124,517.6323954,0.5
1125,250.9071789,0.25
1126,125.4535895,0.125
1127,89.25436507,0.0625
1128,35.81643006,0
1129,82.02081528,0
1130,530.778216,0
1131,550.9408304,0
1132,283.5070269,0
1133,146.7535134,0
1134,150.3681618,0
1135,59.8788369,0
1136,21.01592712,0
1137,10.22671356,0
1138,4.957106781,0
1139,0,0
1140,0,0
1141,0,0
1142,1,2
1143,2587.083662,3
1144,1432.91813,2.5
1145,2843.074159,1.25
1146,1630.610123,3.625
1147,815.2738113,1.75
1148,2862.11113,0.8125
1149,3916.55925,2.375
1150,3669.846739,4.1875
1151,2076.4299,2
1152,2704.821099,1
1153,3318.010043,1.5
1154,2217.916391,4.6875
1155,1523.661849,3.25
1156,3331.458405,3.625
1157,3892.701042,1.8125
1158,2165.947128,3.875
1159,1357.43704,5.8125
1160,748.1648151,8.875
1161,756.5263945,9.375
1162,752.194927,5.6875
1163,845.684281,4.75
1164,465.1286419,5.25
1165,229.9348792,3.4375
1166,105.4990936,4.5625
1167,162.5664643,2.25
1168,140.9526354,4.0625
1169,215.6589144,2.9375
1170,118.8294572,3.4375
1171,703.5302383,2.625
1172,2245.527219,2.3125
1173,1305.916989,4.0625
1174,1043.178085,3
1175,2547.857452,5.4375
1176,2083.594925,6.6875
1177,2168.165902,5.3125
1178,1700.966125,4.5625
1179,2826.165563,4.25
1180,2423.154037,5
1181,3047.60049,3.375
1182,3288.999062,2.625
1183,3898.200321,5.25
1184,4127.682815,3.5625
1185,2375.812048,5.6875
1186,1608.173879,3.8125
1187,1056.308848,7.875
1188,894.4952021,3.8125
1189,1219.42531,3.875
1190,1260.683524,2.8125
1191,1109.184783,3.375
1192,1176.080053,1.5
1193,1431.073143,1.75
1194,1040.973442,1.8125
1195,1214.386444,4.875
1196,2202.662991,4.375
1197,1312.540148,5.1875
1198,1355.845513,4.5625
1199,1294.793905,6.25
1200,1196.68686,5
1201,2197.605373,4.4375
1202,2461.127073,2.125
1203,4119.000998,4
1204,3148.293692,1.875
1205,1830.845674,0.875
1206,1093.277959,0.375
1207,549.4976778,0.1875
1208,2291.437199,0
1209,1179.503645,0
1210,1210.869714,0
1211,2217.543084,1
1212,3305.468615,1.5
1213,1903.042705,0.75
1214,1965.998801,0.375
1215,3242.467719,1.1875
1216,1970.894477,0.5625
1217,916.7558685,0.25
1218,448.4975338,0.125
1219,249.5505951,0.0625
1220,266.80221,0
1221,120.8928854,0
1222,234.110644,0
1223,500.0376844,0
1224,1819.037171,1
1225,1305.759968,0.5
1226,822.2801,2.25
1227,1079.522304,2.125
1228,961.9672901,1.0625
1229,2081.505002,0.5
1230,2493.50859,0.25
1231,1451.259531,0.0625
1232,711.5732263,0
1233,342.2186651,0
1234,119.559054,0
1235,515.2100874,0
1236,917.115712,0
1237,1213.152827,1
1238,772.8794976,0.5
1239,647.4575627,2.25
1240,833.3816201,2.125
1241,2060.767606,1.0625
1242,2621.538946,1.5
1243,1548.671102,3.75
1244,995.9492875,3.8125
1245,975.1483102,1.875
1246,1194.160665,3.9375
1247,1257.77907,2.9375
1248,1992.563625,3.375
1249,1347.613561,5.625
1250,719.0389536,6.8125
1251,665.7387025,6.3125
1252,360.3024724,6.125
1253,371.3528438,6
1254,426.3748988,4.875
1255,933.9936944,4.3125
1256,1129.853314,3.0625
1257,1279.32959,5.4375
1258,1323.719806,4.625
1259,1339.436348,4.25
1260,990.0078549,4.0625
1261,949.3377901,5
1262,1366.178382,5.375
1263,747.9134571,4.625
1264,1867.19855,3.25
1265,1567.797802,3.5625
1266,1367.936586,3.6875
1267,1478.073435,1.75
1268,2952.31466,3.8125
1269,3746.000684,4.875
1270,2610.181464,6.375
1271,1347.925102,8.125
1272,829.3748147,6.0625
1273,634.431257,4.9375
1274,852.0047606,4.375
1275,580.6199433,6.0625
1276,869.5619081,4.875
1277,2798.293458,3.375
1278,2298.430578,5.625
1279,1249.039251,3.75
1280,3101.28303,2.75
1281,2175.412199,5.3125
1282,1192.805021,5.625
1283,759.7609321,6.6875
1284,1355.345257,6.3125
1285,2171.118538,3.125
1286,1093.881845,3.4375
1287,760.7907738,5.625
1288,1485.302368,5.6875
1289,2769.304666,4.75
1290,2586.31984,3.375
1291,2270.889435,3.625
1292,3658.473026,4.6875
1293,4007.387933,4.25
1294,3003.693637,3.0625
1295,2249.884926,3.5
1296,1657.797353,5.6875
1297,2335.068725,3.75
1298,2288.536143,4.8125
1299,1503.636121,6.375
1300,1619.844549,5.125
1301,1470.560104,4.4375
1302,727.1558597,6.1875
1303,964.2902596,5
1304,1972.790112,5.375
1305,2114.818655,3.625
1306,1162.420795,5.75
1307,2345.135969,6.75
1308,3028.794384,3.3125
1309,1543.230101,4.5625
1310,1551.798225,3.25
1311,2852.973661,3.5
1312,2810.435266,1.625
1313,1972.341284,3.8125
1314,2023.634328,3.8125
1315,1865.228868,1.875
1316,2199.550854,2.875
1317,2114.068108,3.4375
1318,2056.297003,3.625
1319,1679.634595,4.75
1320,1293.264298,6.375
1321,1243.773236,5.125
1322,2525.049,3.5
1323,3025.688885,5.6875
1324,2688.693378,3.75
1325,2000.822716,2.75
1326,2223.285819,5.3125
1327,2360.834315,3.625
1328,1893.575748,4.6875
1329,1693.015112,5.3125
1330,989.0446198,5.625
1331,976.8983701,5.6875
1332,1206.419742,5.8125
1333,640.477869,6.8125
1334,702.3568706,4.3125
1335,2313.458461,4.0625
1336,1522.341681,3.9375
1337,1089.765157,4.875
1338,767.907856,4.3125
1339,2503.285579,3.125
1340,2222.763128,2.5
1341,1513.631947,4.1875
1342,929.7662271,5
1343,629.7531983,5.4375
1344,410.0713105,4.6875
1345,984.2776575,4.3125
1346,1388.936242,5.0625
1347,2333.559608,3.4375
1348,2346.006822,3.625
1349,2935.850538,3.75
1350,3831.396432,4.8125
1351,4247.028638,3.3125
1352,5017.346667,4.625
1353,2867.686691,5.25
1354,1740.272679,4.5625
1355,1301.78775,4.1875
1356,915.2078427,6.0625
1357,1012.311012,6.9375
1358,1344.085329,7.375
1359,1077.552173,6.625
1360,923.8114995,6.25
1361,3914.753408,3
1362,4550.398474,3.375
1363,2933.169339,3.5625
1364,2028.488845,3.6875
1365,3019.469915,2.75
1366,2047.993465,3.375
1367,1563.58593,2.625
1368,1429.56056,3.25
1369,1408.798277,4.5625
1370,1086.349763,6.25
1371,1745.007914,7.0625
1372,2212.011491,7.5
1373,1260.737267,6.6875
1374,985.8346069,7.25
1375,875.7799096,4.5
1376,545.2993143,7.125
1377,748.5636396,5.4375
1378,1568.336431,4.625
1379,2201.000203,4.1875
1380,3527.907889,2.0625
1381,4240.754072,2.875
1382,2820.875037,4.375
1383,2350.552581,5.125
1384,3179.643807,5.5
1385,3230.285684,4.75
1386,2572.354335,5.3125
1387,1418.165151,4.5625
1388,1421.263739,3.1875
1389,1504.277088,3.5
1390,1520.621046,4.6875
1391,2080.210939,4.25
1392,1901.036281,3.0625
1393,3561.938132,3.5
1394,3165.118213,4.6875
1395,2339.824328,2.25
1396,1498.665781,1.0625
1397,1538.356805,1.5
1398,1823.458895,3.6875
1399,2467.301061,3.75
1400,2253.733263,2.875
1401,1290.863945,4.4375
1402,724.4147921,2.1875
1403,489.4894337,1
1404,317.6603371,0.4375
1405,305.0289809,0.1875
1406,317.3115302,0
1407,155.3906001,0
1408,2417.213527,0
1409,3677.934186,0
1410,1969.419942,0
1411,1996.295571,1
1412,1352.864704,0.5
1413,1898.084762,1.25
1414,1138.282787,1.625
1415,1403.109588,2.8125
1416,2592.950085,2.375
1417,2325.037553,3.1875
1418,1150.466698,4.5625
1419,566.9043831,2.25
1420,414.7835836,1.0625
1421,1435.153944,2.5
1422,984.4235395,4.1875
1423,853.4204179,2
1424,569.4459459,1
1425,871.5176978,1.5
1426,1693.88524,2.6875
1427,2385.856329,4.25
1428,2437.204022,4.125
1429,1297.798373,4.0625
1430,646.8222314,6
1431,420.292833,4.9375
1432,202.0056839,6.375
1433,80.76561146,8.125
1434,518.7858456,7
1435,545.4332165,4.375
1436,514.3130832,4.125
1437,311.3131727,5.9375
1438,224.7196906,6.8125
1439,816.6356042,4.3125
1440,2247.594946,5.125
1441,2448.3527,6.5
1442,1763.383215,5.125
1443,1756.792413,2.4375
1444,1388.01776,4.1875
1445,1357.549368,5
1446,2575.766717,4.375
1447,1971.263757,4.125
1448,1127.15808,3.0625
1449,957.8913809,2.4375
1450,1132.673712,3.125
1451,686.5682728,6.5
1452,543.240341,5.1875
1453,1053.644131,3.5625
1454,2603.980641,3.75
1455,2238.615489,2.8125
1456,2931.747719,2.25
1457,2444.670928,4.0625
1458,2011.237538,5
1459,1563.927391,4.4375
1460,1634.142577,3.1875
1461,1514.142719,3.5625
1462,1691.612563,3.6875
1463,1033.412726,3.75
1464,1089.558578,5.8125
1465,1096.730226,5.875
1466,833.0845177,5.875
1467,2422.688305,4.875
1468,1758.201954,5.375
1469,1134.074142,6.5625
1470,2531.327374,7.1875
1471,3393.033311,6.5
1472,2383.349675,5.1875
1473,1831.089349,3.5
1474,1396.036888,4.625
1475,2199.457534,5.1875
1476,2353.775056,4.5
1477,1646.0529,4.1875
1478,2015.750703,6.0625
1479,1063.492391,4.9375
1480,824.1567852,5.375
1481,1170.833433,5.625
1482,2730.602672,3.75
1483,1420.086292,2.75
1484,3008.084416,4.3125
1485,1728.655328,2.0625
1486,880.740912,4.9375
1487,431.8386141,4.4375
1488,943.4125972,6.1875
1489,1135.252421,6
1490,1000.559651,4
1491,712.3084874,6.875
1492,960.2089037,4.375
1493,875.1883597,6.0625
1494,649.6264065,4.9375
1495,886.258127,5.4375
1496,2203.497755,3.5625
1497,1202.684623,1.75
1498,966.0063623,2.75
1499,1141.895606,2.3125
1500,685.1082452,5.0625
1501,2179.072825,4.5
1502,1152.689968,6.25
1503,655.0974679,7.0625
1504,391.2141208,6.5
1505,479.8506972,6.125
1506,1206.956389,6
1507,1669.906111,5.875
1508,3083.315569,4.8125
1509,2424.865215,2.3125
1510,1680.619561,3.0625
1511,2720.643711,2.4375
1512,2612.06057,2.125
1513,2598.750601,3
1514,1539.425473,3.5
1515,838.4505617,5.6875
1516,411.0190972,3.8125
1517,999.6234786,1.875
1518,2787.245813,0.875
1519,2274.787218,5.375
1520,2531.2872,3.5625
1521,1810.234853,4.75
1522,942.4245603,4.375
1523,518.1978321,5.1875
1524,340.443209,6.4375
1525,1320.847195,6.1875
1526,2104.511982,6
1527,1386.962998,4.9375
1528,1661.305364,4.375
1529,2514.933359,3.0625
1530,4060.761363,3.4375
1531,2662.353623,2.625
1532,1879.50771,2.25
1533,3118.649583,3.0625
1534,3805.03082,3.5
1535,3395.409938,3.6875
1536,3231.537585,2.8125
1537,2729.075007,1.375
1538,2922.706548,1.625
1539,2100.622554,3.75
1540,1880.803163,6.8125
1541,1836.917737,7.375
1542,1954.804703,6.6875
1543,2330.019871,6.3125
1544,1916.832039,4.0625
1545,1677.023965,3.875
1546,1983.553341,3.8125
1547,1731.097648,4.8125
1548,3276.630168,2.3125
1549,2644.5225,1.125
1550,3366.717062,0.5
1551,2652.843348,1.1875
1552,2726.294112,0.5
1553,1713.137787,1.25
1554,826.3690097,1.625
1555,820.9573848,0.8125
1556,3817.779431,1.375
1557,1877.217431,0.6875
1558,925.2741029,0.3125
1559,506.0211938,0.125
1560,747.3643208,0.0625
1561,266.2214046,0
1562,204.0805394,0
1563,102.0402697,0
1564,49.66242729,0
1565,621.6813476,0
1566,310.8406738,0
1567,191.6042153,0
1568,736.6186142,0
1569,428.5519478,0
1570,201.1272237,0
1571,113.5636118,0
1572,59.58136175,0
1573,9.765165043,0
1574,3,0
1575,1.3125,0
1576,0.25,0
1577,0,0
1578,286.7072518,0
1579,144.3536259,0
1580,272.9332202,0
1581,268.3103769,0
1582,803.5486246,0
1583,505.1638655,0
1584,531.3136627,0
1585,580.5171637,0
1586,442.2803556,0
1587,204.2216329,0
1588,99.59990537,0
1589,274.2463237,0
1590,567.2377156,0
1591,278.7394237,0
1592,149.2447119,0
1593,93.00531949,0
1594,147.5450012,1
1595,619.3993334,1.5
1596,1095.442029,0.75
1597,2893.963599,2.375
1598,2045.647848,4.1875
1599,2079.998097,4.0625
1600,2359.583943,4
1601,2787.03416,3
1602,2121.740682,4.4375
1603,1088.28618,3.125
1604,788.3292946,1.5
1605,2092.657464,1.6875
1606,1070.240249,2.8125
1607,2687.894022,1.3125
1608,1457.506311,2.625
1609,1245.605255,1.3125
1610,1512.290466,1.625
1611,2196.681507,2.75
1612,1709.031543,4.375
1613,2400.830704,4.125
1614,2118.055735,3.0625
1615,1448.607766,2.5
1616,1309.59374,1.1875
1617,1140.909059,0.5
1618,1258.271329,2.1875
1619,1876.279668,5.0625
1620,1386.681052,4.5
1621,828.5625658,4.25
1622,2270.23556,5.125
1623,1245.808407,3.5
1624,813.6167625,4.625
1625,1218.963371,2.25
1626,767.7728548,4.0625
1627,923.2794621,2.9375
1628,884.7312118,5.4375
1629,462.5736326,6.625
1630,206.4561551,7.3125
1631,1068.91651,5.5625
1632,883.7709008,5.75
1633,466.8469852,6.75
1634,2114.986494,5.25
1635,1984.776689,2.5
1636,1380.644609,5.1875
1637,1056.677842,5.5
1638,1218.892574,6.625
1639,1120.631125,7.25
1640,1023.74177,5.625
1641,1031.241463,7.6875
1642,1116.948638,4.75
1643,791.677052,8.25
1644,1681.665774,6
1645,1048.887698,5.9375
1646,1692.463364,6.8125
1647,1718.96341,4.375
1648,1684.527348,5
1649,2285.720726,4.4375
1650,3444.133652,5.125
1651,1932.902541,6.4375
1652,2913.331425,6.1875
1653,1937.746096,6
1654,1595.683352,6.9375
1655,3640.274888,5.375
1656,3751.35545,2.5625
1657,2089.156118,6.1875
1658,1652.356172,8
1659,1766.1816,5.875
1660,1899.105372,4.875
1661,2048.163255,7.4375
1662,1852.821948,3.5625
1663,2818.884857,1.625
1664,1663.859176,0.75
1665,2699.885132,0.3125
1666,2166.00432,0
1667,1623.167217,0
1668,2061.944212,1
1669,2173.222868,0.5
1670,1027.156676,0.25
1671,486.9443739,0.125
1672,225.7743141,0.0625
1673,115.6741597,0
1674,21.86396103,0
1675,10.93198052,0
1676,472.35384,0
1677,1523.180156,0
1678,1126.345662,1
1679,801.1765943,0.5
1680,618.286782,0.25
1681,386.6242135,0.125
1682,153.0932556,0.0625
1683,69.10531275,0
1684,27.11503878,0
1685,367.6828142,0
1686,430.7916613,0
1687,216.3958306,0
1688,108.0729153,0
1689,88.03645766,0
1690,32.73921719,0
1691,16.97671356,0
1692,8.457106781,0
1693,53.66253179,0
1694,30.7687659,0
1695,15.38438295,0
1696,86.22166446,0
1697,73.93925936,0
1698,506.7665131,1
1699,597.9109897,0.5
1700,709.0665791,0.25
1701,512.9417982,0.125
1702,611.1966669,0.0625
1703,452.7684304,0
1704,215.6128407,0
1705,94.99044897,0
1706,81.88222643,0
1707,1113.83851,0
1708,987.8006381,0
1709,707.2481333,1
1710,1094.149278,3.5
1711,615.3992938,5.75
1712,1401.644693,3.875
1713,1419.145323,3.9375
1714,790.5623966,5.9375
1715,2212.409683,4.875
1716,2320.163057,3.3125
1717,2696.551832,3.625
1718,3624.677815,2.75
1719,2220.154428,3.25
1720,4234.455497,2.5625
1721,3328.567384,2.25
1722,2747.267722,3.0625
1723,2014.066336,2.5
1724,2314.622859,3.1875
1725,1315.726857,4.5625
1726,786.5909889,4.25
1727,1757.290294,5.0625
1728,1856.029758,6.5
1729,1330.131162,5.1875
1730,1284.976206,5.5
1731,1012.993235,6.6875
1732,954.1032932,6.25
1733,3131.213258,5
1734,2362.346495,4.4375
1735,1592.033101,5.125
1736,2242.317651,4.4375
1737,1551.136182,3.125
1738,1293.10163,3.5
1739,1089.095768,4.6875
1740,865.7118531,4.25
1741,595.8769102,4.0625
1742,803.4179126,2
1743,2214.374377,0.9375
1744,1294.028903,0.375
1745,636.5576828,0.125
1746,614.0057269,0
1747,1247.421199,0
1748,2144.538886,0
1749,2919.535785,0
1750,1460.767893,0
1751,2062.393259,0
1752,1001.301334,0
1753,767.384108,0
1754,325.7682397,0
1755,162.8528699,0
1756,39.50598261,0
1757,19.7529913,0
1758,0,0
1759,0,0
1760,0,0
1761,0,0
1762,1515.690989,0
1763,3124.221416,0
1764,2643.782013,0
1765,2001.088489,0
1766,2286.459454,0
1767,2398.431192,0
1768,1333.693402,1
1769,1922.218962,0.5
1770,1164.095427,0.25
1771,606.0049988,0.125
1772,263.2972866,0.0625
1773,125.1352979,0
1774,1031.529846,0
1775,645.1158666,0
1776,414.7601223,0
1777,234.7630247,0
1778,428.842025,0
1779,242.8819844,0
1780,117.1798193,0
1781,55.64595242,0
1782,26.96628204,0
1783,1265.837649,0
1784,1215.457044,0
1785,2513.87474,0
1786,1259.93737,0
1787,893.3280495,0
1788,443.2237857,0
1789,203.3489797,0
1790,42.10742057,0
1791,20.95996029,0
1792,2.25,0
1793,0,0
1794,276.2302093,1
1795,145.1151046,0.5
1796,1798.501411,0.25
1797,1147.788579,0.125
1798,838.2793557,0.0625
1799,411.5074838,1
1800,205.5349919,0.5
1801,48.83175038,0.25
1802,1756.808097,0.125
1803,3321.744643,0.0625
1804,3031.005128,0
1805,1918.088903,0
1806,3074.782346,0
1807,3147.213662,1
1808,3131.607053,0.5
1809,2016.60899,0.25
1810,1629.961657,0.125
1811,1056.262365,1.0625
1812,2413.43507,0.5
1813,1427.978079,0.25
1814,907.6760161,1.125
1815,759.2258396,1.5625
1816,989.9181335,1.75
1817,3337.287533,1.875
1818,2005.158855,1.9375
1819,2732.172402,0.9375
1820,4911.987742,0.4375
1821,2925.023661,1.1875
1822,1665.800925,0.5625
1823,955.5031829,0.25
1824,488.5686672,0.125
1825,452.9519362,0.0625
1826,412.177395,0
1827,353.3143413,1
1828,286.631032,1.5
1829,3404.469268,0.75
1830,7517.824724,0.375
1831,6243.930765,0.1875
1832,3730.779477,0.0625
1833,1863.822797,0
1834,829.9367976,0
1835,232.9189091,0
1836,91.33429761,1
1837,158.8956498,0.5
1838,79.38532489,1.25
1839,52.93530313,0.625
1840,322.8940584,0.3125
1841,511.7583219,1.125
1842,560.3744895,0.5625
1843,497.4583706,1.25
1844,293.3864206,0.625
1845,199.8440986,0.3125
1846,342.265523,1.125
1847,318.2093284,0.5625
1848,222.5575822,1.25
1849,503.2816775,0.625
1850,339.1756759,0.3125
1851,288.2272436,2.125
1852,3380.189736,1.0625
1853,1747.385067,0.5
1854,2682.162724,1.25
1855,2583.815756,0.625
1856,1641.833959,1.25
1857,1031.288076,0.625
1858,513.7851231,1.3125
1859,684.0639358,1.625
1860,964.5211008,0.8125
1861,587.9581774,1.375
1862,676.8695035,0.6875
1863,604.0130134,1.3125
1864,1640.156232,0.625
1865,1284.763803,0.3125
1866,1441.278731,1.125
1867,960.6654274,2.5625
1868,1149.532456,1.25
1869,719.5530127,1.625
1870,714.398335,1.8125
1871,958.4607415,1.875
1872,906.9691676,2.875
1873,1257.918138,2.4375
1874,1193.894981,2.1875
1875,999.4355899,2.0625
1876,787.7920704,2
1877,485.0107373,0.9375
1878,221.7051999,0.4375
1879,120.6725149,0.1875
1880,47.3973821,0.0625
1881,14.08470869,0
1882,157.1052277,0
1883,345.4874501,0
1884,198.7078755,0
1885,114.3539377,0
1886,57.17696887,0
1887,28.79674628,0
1888,101.6824386,0
1889,50.00283093,0
1890,24.53266546,0
1891,13.26633273,0
1892,6.476916366,0
1893,0.25,0
1894,0.125,0
1895,0.0625,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,168.791889,0
1920,1263.356519,0
1921,1254.563843,0
1922,652.696135,0
1923,326.3480675,0
1924,226.5201315,0
1925,681.2994427,0
1926,634.8534901,0
1927,1336.622219,0
1928,3202.185678,0
1929,1890.750864,0
1930,995.7155136,1
1931,2552.637987,0.5
1932,1244.444317,0.25
1933,543.038578,0.125
1934,262.4004632,0.0625
1935,129.0363991,0
1936,835.1580938,0
1937,1215.989532,1
1938,1845.848772,0.5
1939,2321.064191,1.25
1940,1623.772008,0.625
1941,1262.46382,1.3125
1942,719.6957959,0.625
1943,350.1649603,0.3125
1944,2239.530081,0.125
1945,1896.023957,1.0625
1946,1226.924967,0.5
1947,625.9182895,0.25
1948,525.7679615,0.125
1949,249.9041172,0.0625
1950,220.1410797,0
1951,131.3032181,0
1952,86.98003618,0
1953,578.2992291,0
1954,1248.617245,1
1955,652.3901906,0.5
1956,835.2675676,0.25
1957,515.6084997,1.125
1958,970.9055551,0.5625
1959,513.1456765,0.25
1960,270.5781999,0.125
1961,187.5935245,0.0625
1962,90.71373555,0
1963,22.5436553,0
1964,9.467830086,0
1965,5.265165043,0
1966,1990.681154,0
1967,1306.934364,0
1968,1051.810106,1
1969,813.831129,1.5
1970,406.8843145,0.75
1971,141.2489962,0.375
1972,60.88719225,0.1875
1973,17.99537974,0.0625
1974,0,0
